file	coding
021A-C0897X0741XX-ABZZP0_074107_KSS_4__WHAT-YOU__867-2825	0
021A-C0897X0741XX-ABZZP0_074107_KSS_4__WHAT-YOU__872-2525	0
021A-C0897X0741XX-ABZZP0_074107_KSS_4__WHAT-YOU__878-7025	0
021A-C0897X0741XX-ABZZP0_074108_KSS_5__BIT-YOU__1648-9725	0
021A-C0897X0741XX-ABZZP0_074108_KSS_5__WHAT-YOU__1953-0225	0
021A-C0897X0741XX-ABZZP0_074108_KSS_5__YET-YOU__2489-1125	0
021A-C0897X0742XX-AAZZP0_074203_KSS_7__WHAT-YOU__577-7825	0
021A-C0897X0742XX-AAZZP0_074203_KSS_7__WHAT-YOU__586-3625	0
021A-C0897X0742XX-AAZZP0_074203_KSS_7__WHAT-YOU__866-2125	0
021A-C0897X0742XX-ABZZP0_074205_KSS_9__BIT-YOU__697-9825	0
021A-C0897X0742XX-ABZZP0_074205_KSS_9__EXPECT-YOU__2705-8325	0
021A-C0897X0742XX-ABZZP0_074205_KSS_9__OUT-YOU__2607-6125	0
021A-C0897X0742XX-ABZZP0_074205_KSS_9__WHAT-YOU__1511-6025	0
021A-C0897X0742XX-ABZZP0_074205_KSS_9__WHAT-YOU__980-5625	0
021A-C0897X0743XX-AAZZP0_074302_KSS_11__ALRIGHT-YOU__558-6725	0
021A-C0897X0743XX-AAZZP0_074303_KSS_12__BUT-YOU__2775-6025	0
021A-C0897X0743XX-AAZZP0_074303_KSS_12__OUT-YOU__2176-2425	0
021A-C0897X0743XX-AAZZP0_074303_KSS_12__WHAT-YOU__2415-8725	0
021A-C0897X0743XX-ABZZP0_074304_KSS_13__ALRIGHT-YOU__8-8925	0
021A-C0897X0743XX-ABZZP0_074305_KSS_14__BUT-YOU__1392-2025	0
021A-C0897X0743XX-ABZZP0_074305_KSS_14__BUT-YOU__2067-0925	0
021A-C0897X0743XX-ABZZP0_074305_KSS_14__BUT-YOU__833-5025	0
021A-C0897X0743XX-ABZZP0_074305_KSS_14__BUT-YOU__873-9325	0
021A-C0897X0743XX-ABZZP0_074305_KSS_14__GET-YOU__1155-5325	0
021A-C0897X0743XX-ABZZP0_074305_KSS_14__THOUGHT-YOU__2399-5425	0
021A-C0897X0743XX-ABZZP0_074305_KSS_14__WHAT-YOU__1229-1725	0
021A-C0897X0743XX-ABZZP0_074305_KSS_14__WHAT-YOU__1273-4425	0
021A-C0897X0743XX-ABZZP0_074305_KSS_14__WHAT-YOU__1306-4025	0
021A-C0897X0743XX-ABZZP0_074305_KSS_14__WHAT-YOU__1647-7825	0
021A-C0897X0743XX-ABZZP0_074305_KSS_14__WHAT-YOU__2473-9425	0
021A-C0897X0743XX-ABZZP0_074305_KSS_14__WITHOUT-YOU__2182-7925	0
021A-C0897X0744XX-AAZZP0_074401_KSS_16__BUT-YOU__2125-8125	0
021A-C0897X0744XX-AAZZP0_074401_KSS_16__BUT-YOU__259-3825	0
021A-C0897X0744XX-AAZZP0_074401_KSS_16__THAT-YOU__644-5725	0
021A-C0897X0744XX-AAZZP0_074401_KSS_16__THOUGHT-YOU__2336-8225	0
021A-C0897X0744XX-AAZZP0_074401_KSS_16__WHAT-YOU__2301-8825	0
021A-C0897X0744XX-AAZZP0_074401_KSS_16__WHAT-YOU__2536-5625	0
021A-C0897X0749XX-AAZZP0_074901_KBM_13__BIT-YOU__673-555	0
021A-C0897X0749XX-AAZZP0_074901_KBM_13__BUT-YOU__1204-705	0
021A-C0897X0749XX-AAZZP0_074901_KBM_13__BUT-YOU__1536-035	0
021A-C0897X0749XX-AAZZP0_074901_KBM_13__BUT-YOU__2737-66878087	0
021A-C0897X0749XX-AAZZP0_074901_KBM_13__IT-YOU__1523-545	0
021A-C0897X0749XX-AAZZP0_074901_KBM_13__RIGHT-YOU__472-255	0
021A-C0897X0749XX-AAZZP0_074901_KBM_13__THAT-YOU__1041-265	0
021A-C0897X0749XX-AAZZP0_074901_KBM_13__THAT-YOU__222-705	0
021A-C0897X0749XX-AAZZP0_074901_KBM_13__THAT-YOU__2523-64878087	0
021A-C0897X0749XX-AAZZP0_074901_KBM_13__THAT-YOU__372-915	0
021A-C0897X0749XX-AAZZP0_074901_KBM_13__THAT-YOU__498-965	0
021A-C0897X0749XX-AAZZP0_074901_KBM_13__THAT-YOU__522-785	0
021A-C0897X0749XX-AAZZP0_074901_KBM_13__WANT-YOU__2392-62878087	0
021A-C0897X0749XX-AAZZP0_074901_KBM_13__WANT-YOU__410-675	0
021A-C0897X0749XX-AAZZP0_074901_KBM_13__WHAT-YOU__1142-245	0
021A-C0897X0749XX-AAZZP0_074901_KBM_13__WHAT-YOU__2521-28878087	0
021A-C0897X0749XX-AAZZP0_074901_KBM_13__WHAT-YOU__385-975	0
021A-C0897X0750XX-AAZZP0_075002_KDX_3__WAIT-YOU__348-175	0
021A-C0897X0750XX-AAZZP0_075002_KDX_3__WHAT-YOU__120-565	0
021A-C0897X0750XX-AAZZP0_075002_KDX_3__WHAT-YOU__222-515	0
021A-C0897X0750XX-AAZZP0_075003_KDX_4__NIGHT-YOU__1429-505	0
021A-C0897X0750XX-AAZZP0_075004_KDX_5__BUT-YOU__2366-745	0
021A-C0897X0750XX-AAZZP0_075004_KDX_5__WHAT-YOU__2001-615	0
021A-C0897X0751XX-AAZZP0_075101_KDX_6__BUT-YOU__62-1125	0
021A-C0897X0751XX-AAZZP0_075103_KDX_8__BUT-YOU__2759-3325	0
021A-C0897X0751XX-AAZZP0_075103_KDX_8__WHAT-YOU__2239-2425	0
021A-C0897X0751XX-AAZZP0_075103_KDX_8__WHAT-YOU__2720-9225	0
021A-C0897X0752XX-AAZZP0_075201_KCJ_1__THAT-YOU__1019-1825	0
021A-C0897X0752XX-AAZZP0_075201_KCJ_1__WHAT-YOU__1386-6425	0
021A-C0897X0752XX-AAZZP0_075201_KCJ_1__WHAT-YOU__174-1525	0
021A-C0897X0752XX-AAZZP0_075201_KCJ_1__WHAT-YOU__641-5925	0
021A-C0897X0752XX-AAZZP0_075201_KCJ_1__WHAT-YOU__898-6025	0
021A-C0897X0753XX-AAZZP0_075301_KCJ_2__BUT-YOU__1208-555	0
021A-C0897X0753XX-AAZZP0_075301_KCJ_2__JUST-YOU__1795-45472869	0
021A-C0897X0753XX-AAZZP0_075301_KCJ_2__MEET-YOU__643-955	0
021A-C0897X0753XX-AAZZP0_075301_KCJ_2__THAT-YOU__1248-83472869	0
021A-C0897X0753XX-AAZZP0_075301_KCJ_2__THAT-YOU__1346-99472869	0
021A-C0897X0753XX-AAZZP0_075301_KCJ_2__THAT-YOU__1356-60472869	0
021A-C0897X0753XX-AAZZP0_075301_KCJ_2__THAT-YOU__2107-61472869	0
021A-C0897X0756XX-AAZZP0_075601_KPM_1__BUT-YOU__988-1625	0
021A-C0897X0756XX-AAZZP0_075601_KPM_1__LET-YOU__966-5925	0
021A-C0897X0756XX-AAZZP0_075601_KPM_1__THOUGHT-YOU__876-7425	0
021A-C0897X0756XX-AAZZP0_075601_KPM_1__YET-YOU__957-3825	0
021A-C0897X0756XX-AAZZP0_075602_KPM_2__IT-YOU__1558-3125	0
021A-C0897X0757XX-AAZZP0_075701_KPM_4__BUT-YOU__378-5025	0
021A-C0897X0757XX-AAZZP0_075701_KPM_4__THOUGHT-YOU__819-9425	0
021A-C0897X0757XX-AAZZP0_075701_KPM_4__THOUGHT-YOU__820-6025	0
021A-C0897X0758XX-ABZZP0_075802_KDT_2__IT-YOU__91-4125	0
021A-C0897X0761XX-ABZZP0_076103_KCH_3__BUT-YOU__25-855	0
021A-C0897X0761XX-ABZZP0_076103_KCH_3__GOT-YOU__499-565	0
021A-C0897X0761XX-ABZZP0_076103_KCH_3__GOT-YOU__502-845	0
021A-C0897X0761XX-ABZZP0_076103_KCH_3__IT-YOU__537-405	0
021A-C0897X0761XX-ABZZP0_076103_KCH_3__MEET-YOU__579-605	0
021A-C0897X0761XX-ABZZP0_076103_KCH_3__MEET-YOU__582-535	0
021A-C0897X0761XX-ABZZP0_076103_KCH_3__MEET-YOU__612-085	0
021A-C0897X0761XX-ABZZP0_076103_KCH_3__WHAT-YOU__471-295	0
021A-C0897X0761XX-ABZZP0_076104_KCH_4__ALRIGHT-YOU__2520-3225	0
021A-C0897X0761XX-ABZZP0_076104_KCH_4__WHAT-YOU__2816-9725	0
021A-C0897X0762XX-ABZZP0_076203_KCH_7__AT-YOU__2653-3425	0
021A-C0897X0762XX-ABZZP0_076203_KCH_7__BUT-YOU__1013-8825	0
021A-C0897X0762XX-ABZZP0_076203_KCH_7__BUT-YOU__252-7625	0
021A-C0897X0762XX-ABZZP0_076203_KCH_7__PUT-YOU__2496-4025	0
021A-C0897X0762XX-ABZZP0_076203_KCH_7__THAT-YOU__1863-9225	0
021A-C0897X0762XX-ABZZP0_076203_KCH_7__THOUGHT-YOU__1815-4125	0
021A-C0897X0762XX-ABZZP0_076203_KCH_7__THOUGHT-YOU__282-9425	0
021A-C0897X0762XX-ABZZP0_076203_KCH_7__WHAT-YOU__45-2325	0
021A-C0897X0762XX-ABZZP0_076203_KCH_7__WHAT-YOU__728-0825	0
021A-C0897X0763XX-AAZZP0_076301_KCH_8__BUT-YOU__197-491371565	0
021A-C0897X0763XX-AAZZP0_076301_KCH_8__TAUGHT-YOU__512-572123127	0
021A-C0897X0763XX-AAZZP0_076301_KCH_8__THOUGHT-YOU__746-477892505	0
021A-C0897X0763XX-AAZZP0_076301_KCH_8__WHAT-YOU__674-057892505	0
021A-C0897X0763XX-AAZZP0_076302_KCH_9__BUT-YOU__1316-3225	0
021A-C0897X0763XX-AAZZP0_076302_KCH_9__THAT-YOU__1115-3525	0
021A-C0897X0763XX-AAZZP0_076303_KCH_10__ABOUT-YOU__1818-0925	0
021A-C0897X0763XX-AAZZP0_076303_KCH_10__HIT-YOU__1536-9325	0
021A-C0897X0764XX-ABZZP0_076404_KCH_17__BUT-YOU__1845-32568137	0
021A-C0897X0764XX-ABZZP0_076404_KCH_17__GOT-YOU__1480-53568137	0
021A-C0897X0764XX-ABZZP0_076404_KCH_17__THOUGHT-YOU__1260-58568137	0
021A-C0897X0764XX-ABZZP0_076404_KCH_17__WHAT-YOU__1453-43568137	0
021A-C0897X0764XX-ABZZP0_076404_KCH_17__WHAT-YOU__1767-27568137	0
021A-C0897X0764XX-ABZZP0_076405_KCH_18__BOUGHT-YOU__2165-6125	0
021A-C0897X0766XX-AAZZP0_076601_KCR_1__BUT-YOU__89-775	0
021A-C0897X0766XX-AAZZP0_076601_KCR_1__COST-YOU__1199-06052141	0
021A-C0897X0766XX-AAZZP0_076601_KCR_1__IT-YOU__1367-67052141	0
021A-C0897X0766XX-AAZZP0_076601_KCR_1__JUST-YOU__598-350521411	0
021A-C0897X0766XX-AAZZP0_076601_KCR_1__LET-YOU__420-180521411	0
021A-C0897X0766XX-AAZZP0_076601_KCR_1__THAT-YOU__487-390521411	0
021A-C0897X0766XX-AAZZP0_076601_KCR_1__THOUGHT-YOU__823-300521411	0
021A-C0897X0766XX-AAZZP0_076601_KCR_1__WHAT-YOU__1046-78052141	0
021A-C0897X0766XX-AAZZP0_076602_KCR_2__BUT-YOU__1441-3325	0
021A-C0897X0766XX-AAZZP0_076602_KCR_2__SET-YOU__1578-4825	0
021A-C0897X0774XX-AAZZP0_077401_F75_1__WHAT-YOU__124-295	0
021A-C0897X0774XX-AAZZP0-2nd-ABZZP0_077403_F77_1__BUT-YOU__1129-32845101	0
021A-C0897X0774XX-AAZZP0-2nd-ABZZP0_077403_F77_1__THAT-YOU__1948-80284061	0
021A-C0897X0774XX-AAZZP0-2nd-ABZZP0_077403_F77_1__THAT-YOU__2461-64284061	0
021A-C0897X0774XX-AAZZP0-2nd-ABZZP0_077403_F77_1__THAT-YOU__2707-37284061	0
021A-C0897X0774XX-AAZZP0-2nd-ABZZP0_077403_F77_1__THAT-YOU__2978-45284061	0
021A-C0897X0774XX-AAZZP0-2nd-ABZZP0_077403_F77_1__THAT-YOU__709-314071819	0
021A-C0897X0774XX-AAZZP0-2nd-ABZZP0_077403_F77_1__THAT-YOU__997-750673551	0
021A-C0897X0776XX-AAZZP0-2nd-ABZZP0_077601_F7A_1__ALRIGHT-YOU__1136-4383962	0
021A-C0897X0776XX-AAZZP0-2nd-ABZZP0_077601_F7A_1__BUT-YOU__3216-06181108	0
021A-C0897X0776XX-AAZZP0-2nd-ABZZP0_077601_F7A_1__BUT-YOU__4328-98763614	0
021A-C0897X0776XX-AAZZP0-2nd-ABZZP0_077601_F7A_1__RIGHT-YOU__4266-15763614	0
021A-C0897X0776XX-AAZZP0-2nd-ABZZP0_077601_F7A_1__THAT-YOU__1338-48557526	0
021A-C0897X0776XX-AAZZP0-2nd-ABZZP0_077601_F7A_1__THAT-YOU__1721-15557526	0
021A-C0897X0776XX-AAZZP0-2nd-ABZZP0_077601_F7A_1__THAT-YOU__1949-48557526	0
021A-C0897X0776XX-AAZZP0-2nd-ABZZP0_077601_F7A_1__THAT-YOU__5122-30359434	0
021A-C0897X0776XX-AAZZP0-2nd-ABZZP0_077601_F7A_1__THAT-YOU__921-637251539	0
021A-C0897X0776XX-AAZZP0-2nd-ABZZP0_077601_F7A_1__THOUGHT-YOU__3498-21181108	0
021A-C0897X0776XX-AAZZP0-2nd-ABZZP0_077601_F7A_1__WHAT-YOU__2069-24557526	0
021A-C0897X0776XX-AAZZP0-2nd-ABZZP0_077601_F7A_1__WHAT-YOU__2091-68557526	0
021A-C0897X0776XX-AAZZP0-2nd-ABZZP0_077601_F7A_1__WHAT-YOU__4593-25763614	0
021A-C0897X0820XX-AAZZP0-2nd-ABZZP0_082001_F8P_1__GET-YOU__2011-455	0
021A-C0897X0820XX-AAZZP0-2nd-ABZZP0_082001_F8P_1__THOUGHT-YOU__282-725	0
021A-C0897X0823XX-AAZZP0_082301_F8S_1__EXPECT-YOU__700-7625	0
021A-C0897X0823XX-AAZZP0_082301_F8S_1__THOUGHT-YOU__1591-1125	0
021A-C0897X0831XX-AAZZP0_083101_J8K_1__THAT-YOU__773-4125	0
021A-C0897X0831XX-AAZZP0_083101_J8K_1__THAT-YOU__796-0125	0
021A-C0897X0831XX-AAZZP0_083101_J8K_1__THAT-YOU__809-0825	0
021A-C0897X0832XX-AAZZP0-2nd-ABZZP0_083201_F8U_1__BUT-YOU__1017-5125	0
021A-C0897X0832XX-AAZZP0-2nd-ABZZP0_083201_F8U_1__BUT-YOU__1944-7625	0
021A-C0897X0832XX-AAZZP0-2nd-ABZZP0_083201_F8U_1__LET-YOU__49-3125	0
021A-C0897X0832XX-AAZZP0-2nd-ABZZP0_083201_F8U_1__THAT-YOU__1007-7025	0
021A-C0897X0832XX-AAZZP0-2nd-ABZZP0_083201_F8U_1__THAT-YOU__3005-3425	0
021A-C0897X0844XX-AAZZP0-2nd-ABZZP0_084401_HDD_1__ABOUT-YOU__3679-8925	0
021A-C0897X0844XX-AAZZP0-2nd-ABZZP0_084401_HDD_1__ABOUT-YOU__3684-7225	0
021A-C0897X0844XX-AAZZP0-2nd-ABZZP0_084401_HDD_1__BUT-YOU__2086-8025	0
021A-C0897X0844XX-AAZZP0-2nd-ABZZP0_084401_HDD_1__BUT-YOU__3783-3825	0
021A-C0897X0844XX-AAZZP0-2nd-ABZZP0_084401_HDD_1__IT-YOU__1535-3625	0
021A-C0897X0844XX-AAZZP0-2nd-ABZZP0_084401_HDD_1__THAT-YOU__1442-4325	0
021A-C0897X0844XX-AAZZP0-2nd-ABZZP0_084401_HDD_1__THAT-YOU__1498-1525	0
021A-C0897X0844XX-AAZZP0-2nd-ABZZP0_084401_HDD_1__THAT-YOU__2572-8425	0
021A-C0897X0844XX-AAZZP0-2nd-ABZZP0_084401_HDD_1__THAT-YOU__2624-7825	0
021A-C0897X0844XX-AAZZP0-2nd-ABZZP0_084401_HDD_1__THAT-YOU__875-2125	0
021A-C0897X0844XX-AAZZP0-2nd-ABZZP0_084401_HDD_1__THOUGHT-YOU__3672-7225	0
021A-C0897X0844XX-AAZZP0-2nd-ABZZP0_084401_HDD_1__WANT-YOU__296-5225	0
021A-C0897X0844XX-AAZZP0-2nd-ABZZP0_084401_HDD_1__WANT-YOU__300-2725	0
021A-C0897X0844XX-AAZZP0-2nd-ABZZP0_084401_HDD_1__WHAT-YOU__3333-9225	0
021A-C0897X0845XX-AAZZP0_084501_FLX_1__RIGHT-YOU__1363-81513781	0
021A-C0897X0845XX-AAZZP0_084501_FLX_1__THAT-YOU__376-105137811	0
021A-C0897X0845XX-AAZZP0_084501_FLX_1__THAT-YOU__638-485137811	0
021A-C0897X0845XX-ABZZP0_084502_FLY_1__THAT-YOU__1564-60762552	0
021A-C0897X0845XX-ABZZP0_084502_FLY_1__THAT-YOU__1871-75762552	0
021A-C0897X0845XX-ABZZP0_084502_FLY_1__THAT-YOU__1874-64762552	0
021A-C0897X0845XX-ABZZP0_084502_FLY_1__THAT-YOU__1941-45762552	0
021A-C0897X0845XX-ABZZP0_084502_FLY_1__THAT-YOU__913-123222377	0
021A-C0897X0845XX-ABZZP0_084502_FLY_1__WHAT-YOU__2676-80116204	0
021A-C0897X0846XX-AAZZP0_084601_FM0_1__ALRIGHT-YOU__1063-60887469	0
021A-C0897X0846XX-AAZZP0_084601_FM0_1__AT-YOU__305-469006065	0
021A-C0897X0846XX-AAZZP0_084601_FM0_1__AT-YOU__311-559006065	0
021A-C0897X0846XX-AAZZP0_084601_FM0_1__BUT-YOU__1869-49887469	0
021A-C0897X0846XX-AAZZP0_084601_FM0_1__BUT-YOU__308-129006065	0
021A-C0897X0846XX-AAZZP0_084601_FM0_1__IT-YOU__93-335	0
021A-C0897X0846XX-AAZZP0_084601_FM0_1__OUT-YOU__1787-21887469	0
021A-C0897X0846XX-AAZZP0_084601_FM0_1__PUT-YOU__654-974385634	0
021A-C0897X0846XX-AAZZP0_084601_FM0_1__RIGHT-YOU__1540-77887469	0
021A-C0897X0846XX-AAZZP0_084601_FM0_1__THAT-YOU__1548-26887469	0
021A-C0897X0846XX-AAZZP0_084601_FM0_1__THAT-YOU__1841-76887469	0
021A-C0897X0846XX-AAZZP0_084601_FM0_1__THAT-YOU__1851-91887469	0
021A-C0897X0846XX-AAZZP0_084601_FM0_1__THAT-YOU__2043-76887469	0
021A-C0897X0846XX-AAZZP0_084601_FM0_1__THAT-YOU__2711-10887469	0
021A-C0897X0846XX-AAZZP0_084601_FM0_1__THAT-YOU__2764-00887469	0
021A-C0897X0846XX-AAZZP0_084601_FM0_1__THAT-YOU__338-009006065	0
021A-C0897X0846XX-AAZZP0_084601_FM0_1__THAT-YOU__428-319006065	0
021A-C0897X0846XX-AAZZP0_084601_FM0_1__WHAT-YOU__1870-23887469	0
021A-C0897X0846XX-AAZZP0_084601_FM0_1__WHAT-YOU__888-97887469	0
021A-C0897X0847XX-AAZZP0_084701_FM1_1__AT-YOU__1322-76216018	0
021A-C0897X0847XX-AAZZP0_084701_FM1_1__BUT-YOU__1679-27216018	0
021A-C0897X0847XX-AAZZP0_084701_FM1_1__BUT-YOU__1963-41216018	0
021A-C0897X0847XX-AAZZP0_084701_FM1_1__BUT-YOU__1966-38216018	0
021A-C0897X0847XX-AAZZP0_084701_FM1_1__BUT-YOU__2502-87274682	0
021A-C0897X0847XX-AAZZP0_084701_FM1_1__IT-YOU__2212-35216018	0
021A-C0897X0847XX-AAZZP0_084701_FM1_1__IT-YOU__2454-14274682	0
021A-C0897X0847XX-AAZZP0_084701_FM1_1__JUST-YOU__968-472160179	0
021A-C0897X0847XX-AAZZP0_084701_FM1_1__NOT-YOU__2096-54216018	0
021A-C0897X0847XX-AAZZP0_084701_FM1_1__NOT-YOU__978-622160179	0
021A-C0897X0847XX-AAZZP0_084701_FM1_1__POINT-YOU__1935-67216018	0
021A-C0897X0847XX-AAZZP0_084701_FM1_1__RIGHT-YOU__1617-82216018	0
021A-C0897X0847XX-AAZZP0_084701_FM1_1__RIGHT-YOU__2214-01216018	0
021A-C0897X0847XX-AAZZP0_084701_FM1_1__RIGHT-YOU__2385-23274682	0
021A-C0897X0847XX-AAZZP0_084701_FM1_1__THAT-YOU__1132-39216018	0
021A-C0897X0847XX-AAZZP0_084701_FM1_1__THAT-YOU__1299-01216018	0
021A-C0897X0847XX-AAZZP0_084701_FM1_1__THAT-YOU__1572-28216018	0
021A-C0897X0847XX-AAZZP0_084701_FM1_1__THAT-YOU__1675-59216018	0
021A-C0897X0847XX-AAZZP0_084701_FM1_1__THAT-YOU__1682-14216018	0
021A-C0897X0847XX-AAZZP0_084701_FM1_1__THAT-YOU__1752-56216018	0
021A-C0897X0847XX-AAZZP0_084701_FM1_1__THAT-YOU__179-796371502	0
021A-C0897X0847XX-AAZZP0_084701_FM1_1__THAT-YOU__2040-78216018	0
021A-C0897X0847XX-AAZZP0_084701_FM1_1__THAT-YOU__2129-58216018	0
021A-C0897X0847XX-AAZZP0_084701_FM1_1__THAT-YOU__2468-01274682	0
021A-C0897X0847XX-AAZZP0_084701_FM1_1__THAT-YOU__90-3763715023	0
021A-C0897X0847XX-AAZZP0_084701_FM1_1__WANT-YOU__399-922160179	0
021A-C0897X0847XX-AAZZP0_084701_FM1_1__WHAT-YOU__1293-53216018	0
021A-C0897X0847XX-AAZZP0_084701_FM1_1__WHAT-YOU__2014-95216018	0
021A-C0897X0850XX-AAZZP0-2nd-ABZZP0_085001_FM2_1__BUT-YOU__2889-5525	0
021A-C0897X0850XX-AAZZP0-2nd-ABZZP0_085001_FM2_1__BUT-YOU__4563-5325	0
021A-C0897X0850XX-AAZZP0-2nd-ABZZP0_085001_FM2_1__GET-YOU__535-8925	0
021A-C0897X0850XX-AAZZP0-2nd-ABZZP0_085001_FM2_1__THAT-YOU__4271-5625	0
021A-C0897X0850XX-AAZZP0-2nd-ABZZP0_085001_FM2_1__WHAT-YOU__3553-7625	0
021A-C0897X0851XX-AAZZP0_085101_FM3_1__BET-YOU__690-595	0
021A-C0897X0851XX-AAZZP0_085101_FM3_1__BUT-YOU__568-565	0
021A-C0897X0851XX-AAZZP0_085101_FM3_1__IT-YOU__1019-655	0
021A-C0897X0851XX-AAZZP0_085101_FM3_1__IT-YOU__566-245	0
021A-C0897X0851XX-AAZZP0_085101_FM3_1__THAT-YOU__276-570023877	0
021A-C0897X0851XX-AAZZP0_085101_FM3_1__THAT-YOU__793-985	0
021A-C0897X0851XX-AAZZP0_085101_FM3_1__THAT-YOU__933-955	0
021A-C0897X0852XX-AAZZP0-2nd-ABZZP0_085201_FM4_1__BUT-YOU__1133-6325	0
021A-C0897X0852XX-AAZZP0-2nd-ABZZP0_085201_FM4_1__BUT-YOU__3186-3025	0
021A-C0897X0852XX-AAZZP0-2nd-ABZZP0_085201_FM4_1__BUT-YOU__4444-7225	0
021A-C0897X0852XX-AAZZP0-2nd-ABZZP0_085201_FM4_1__BUT-YOU__4523-8125	0
021A-C0897X0852XX-AAZZP0-2nd-ABZZP0_085201_FM4_1__GET-YOU__1541-7025	0
021A-C0897X0852XX-AAZZP0-2nd-ABZZP0_085201_FM4_1__IT-YOU__1250-0225	0
021A-C0897X0852XX-AAZZP0-2nd-ABZZP0_085201_FM4_1__MIGHT-YOU__2239-7025	0
021A-C0897X0852XX-AAZZP0-2nd-ABZZP0_085201_FM4_1__SORT-YOU__1867-3225	0
021A-C0897X0852XX-AAZZP0-2nd-ABZZP0_085201_FM4_1__THAT-YOU__105-4225	0
021A-C0897X0852XX-AAZZP0-2nd-ABZZP0_085201_FM4_1__THAT-YOU__1556-6125	0
021A-C0897X0852XX-AAZZP0-2nd-ABZZP0_085201_FM4_1__THAT-YOU__2438-0425	0
021A-C0897X0852XX-AAZZP0-2nd-ABZZP0_085201_FM4_1__THAT-YOU__2732-7125	0
021A-C0897X0852XX-AAZZP0-2nd-ABZZP0_085201_FM4_1__THAT-YOU__3409-6425	0
021A-C0897X0852XX-AAZZP0-2nd-ABZZP0_085201_FM4_1__THAT-YOU__3770-6025	0
021A-C0897X0852XX-AAZZP0-2nd-ABZZP0_085201_FM4_1__THAT-YOU__3943-8825	0
021A-C0897X0852XX-AAZZP0-2nd-ABZZP0_085201_FM4_1__THAT-YOU__4019-6925	0
021A-C0897X0852XX-AAZZP0-2nd-ABZZP0_085201_FM4_1__THAT-YOU__4778-1925	0
021A-C0897X0852XX-AAZZP0-2nd-ABZZP0_085201_FM4_1__THAT-YOU__4800-9125	0
021A-C0897X0852XX-AAZZP0-2nd-ABZZP0_085201_FM4_1__THAT-YOU__4864-5125	0
021A-C0897X0852XX-AAZZP0-2nd-ABZZP0_085201_FM4_1__THAT-YOU__4906-3525	0
021A-C0897X0852XX-AAZZP0-2nd-ABZZP0_085201_FM4_1__THAT-YOU__4947-8525	0
021A-C0897X0852XX-AAZZP0-2nd-ABZZP0_085201_FM4_1__THAT-YOU__4981-1025	0
021A-C0897X0852XX-AAZZP0-2nd-ABZZP0_085201_FM4_1__THAT-YOU__4982-0025	0
021A-C0897X0852XX-AAZZP0-2nd-ABZZP0_085201_FM4_1__THAT-YOU__622-8425	0
021A-C0897X0852XX-AAZZP0-2nd-ABZZP0_085201_FM4_1__WHAT-YOU__3267-3025	0
021A-C0897X0852XX-AAZZP0-2nd-ABZZP0_085201_FM4_1__WHAT-YOU__3936-8925	0
021A-C0897X0852XX-AAZZP0-2nd-ABZZP0_085201_FM4_1__WITHOUT-YOU__4862-8425	0
021A-C0897X0853XX-AAZZP0-2nd-ABZZP0_085301_FM5_1__BIT-YOU__41-6325	0
021A-C0897X0853XX-AAZZP0-2nd-ABZZP0_085301_FM5_1__BIT-YOU__929-8325	0
021A-C0897X0853XX-AAZZP0-2nd-ABZZP0_085301_FM5_1__BUT-YOU__4808-8625	0
021A-C0897X0853XX-AAZZP0-2nd-ABZZP0_085301_FM5_1__BUT-YOU__4900-5125	0
021A-C0897X0853XX-AAZZP0-2nd-ABZZP0_085301_FM5_1__BUT-YOU__4915-8925	0
021A-C0897X0853XX-AAZZP0-2nd-ABZZP0_085301_FM5_1__GET-YOU__4390-4825	0
021A-C0897X0853XX-AAZZP0-2nd-ABZZP0_085301_FM5_1__IT-YOU__122-0825	0
021A-C0897X0853XX-AAZZP0-2nd-ABZZP0_085301_FM5_1__IT-YOU__4158-6125	0
021A-C0897X0853XX-AAZZP0-2nd-ABZZP0_085301_FM5_1__IT-YOU__4997-0425	0
021A-C0897X0853XX-AAZZP0-2nd-ABZZP0_085301_FM5_1__JUST-YOU__4749-9625	0
021A-C0897X0853XX-AAZZP0-2nd-ABZZP0_085301_FM5_1__LET-YOU__2754-8525	0
021A-C0897X0853XX-AAZZP0-2nd-ABZZP0_085301_FM5_1__OUT-YOU__2118-0225	0
021A-C0897X0853XX-AAZZP0-2nd-ABZZP0_085301_FM5_1__OUT-YOU__3440-1125	0
021A-C0897X0853XX-AAZZP0-2nd-ABZZP0_085301_FM5_1__OUT-YOU__3741-7525	0
021A-C0897X0853XX-AAZZP0-2nd-ABZZP0_085301_FM5_1__OUT-YOU__4146-2525	0
021A-C0897X0853XX-AAZZP0-2nd-ABZZP0_085301_FM5_1__THAT-YOU__17-5525	0
021A-C0897X0853XX-AAZZP0-2nd-ABZZP0_085301_FM5_1__THAT-YOU__1765-4925	0
021A-C0897X0853XX-AAZZP0-2nd-ABZZP0_085301_FM5_1__THAT-YOU__4183-8025	0
021A-C0897X0853XX-AAZZP0-2nd-ABZZP0_085301_FM5_1__THAT-YOU__5020-9025	0
021A-C0897X0853XX-AAZZP0-2nd-ABZZP0_085301_FM5_1__THAT-YOU__5025-5825	0
021A-C0897X0853XX-AAZZP0-2nd-ABZZP0_085301_FM5_1__THAT-YOU__5424-3625	0
021A-C0897X0853XX-AAZZP0-2nd-ABZZP0_085301_FM5_1__THOUGHT-YOU__3277-2425	0
